"","Id","Prix","Poids","Couleur","Intensité","Régularité"
"117550",117550,43.32,0.72,"Bleu",4,2
"117661",117661,53.74,1.5,"Bleu",4,3
"117692",117692,20.02,0.31,"Jaune",4,1
"117852",117852,26.36,0.7,"Rouge",1,1
"117915",117915,59.32,1.47,"Rouge",4,2
"117950",117950,31.62,0.39,"Bleu",3,1
"118005",118005,44.54,0.53,"Jaune",5,3
"118006",118006,98.71,2.02,"Rouge",4,2
"118046",118046,57.6,1.2,"Jaune",4,1
"118140",118140,24.48,0.3,"Bleu",3,1
"118179",118179,31.02,0.41,"Bleu",5,3
"118200",118200,22.65,0.31,"Rouge",3,2
"118255",118255,57.41,1.5,"Rouge",2,1
"118294",118294,64.84,1.02,"Jaune",3,1
"118378",118378,27.29,0.4,"Bleu",4,1
"118456",118456,37.08,0.8,"Jaune",3,2
"118542",118542,34.31,0.4,"Rouge",5,1
"118559",118559,39.55,0.61,"Jaune",3,2
"118717",118717,33.84,0.34,"Jaune",3,1
"118726",118726,52.67,1.42,"Rouge",4,1
"118753",118753,63.58,1.51,"Bleu",3,2
"118760",118760,35.78,0.55,"Rouge",3,1
"118797",118797,46.9,0.56,"Bleu",5,2
"118822",118822,55.96,1.01,"Jaune",5,3
"119063",119063,69.65,1.24,"Jaune",5,2
"119175",119175,27.28,0.59,"Rouge",2,2
"119431",119431,27,0.32,"Rouge",3,3
"119450",119450,46.27,0.35,"Jaune",5,1
"119486",119486,36.01,0.6,"Jaune",3,1
"119566",119566,40.66,0.5,"Bleu",5,2
"119626",119626,32.15,0.4,"Bleu",2,1
"119645",119645,43.85,0.61,"Jaune",5,3
"119672",119672,38.65,0.7,"Jaune",3,2
"119698",119698,37.84,0.42,"Rouge",5,1
"119763",119763,59.45,1.02,"Bleu",5,3
"119783",119783,81.07,1.15,"Rouge",5,2
"119843",119843,77.69,1.71,"Jaune",4,2
"119899",119899,46.1,1.01,"Rouge",4,1
"119920",119920,35.5,0.9,"Bleu",3,1
"119923",119923,42.4,1.11,"Bleu",2,3
"120023",120023,28.62,0.31,"Bleu",4,2
"120089",120089,33.62,0.33,"Jaune",5,2
"120106",120106,67.82,2.03,"Rouge",2,3
"120225",120225,44.28,0.55,"Bleu",5,2
"120234",120234,79.58,1.59,"Jaune",4,1
"120319",120319,58.35,0.82,"Bleu",5,3
"120331",120331,33.26,0.24,"Bleu",3,2
"120343",120343,26.53,0.32,"Rouge",5,2
"120347",120347,25.89,0.3,"Rouge",3,2
"120385",120385,38.11,0.7,"Bleu",3,1
"120440",120440,44.45,0.71,"Jaune",2,1
"120576",120576,22.45,0.35,"Rouge",5,3
"120613",120613,25.18,0.31,"Bleu",2,1
"120676",120676,39.98,0.7,"Bleu",4,1
"120820",120820,78.56,1.2,"Rouge",5,2
"121001",121001,33.52,0.9,"Bleu",4,2
"121030",121030,55.59,0.72,"Bleu",5,1
"121054",121054,28.8,0.31,"Bleu",3,1
"121200",121200,82.09,2.11,"Bleu",3,2
"121271",121271,48.21,1.04,"Bleu",4,1
"121272",121272,33.69,0.42,"Jaune",5,2
